Day,Month,Year,Venue,City,Country,Tour
25,Oct,2007,Caesars Palace,Las Vegas,United States of America,The Red Piano
26,Oct,2007,Caesars Palace,Las Vegas,United States of America,The Red Piano
27,Oct,2007,Caesars Palace,Las Vegas,United States of America,The Red Piano
29,Oct,2007,Caesars Palace,Las Vegas,United States of America,The Red Piano
30,Oct,2007,Caesars Palace,Las Vegas,United States of America,The Red Piano
2,Nov,2007,Caesars Palace,Las Vegas,United States of America,The Red Piano
3,Nov,2007,Caesars Palace,Las Vegas,United States of America,The Red Piano
5,Nov,2007,Caesars Palace,Las Vegas,United States of America,The Red Piano
9,Nov,2007,North Charleston Coliseum,North Charleston,United States of America,Rocket Man
10,Nov,2007,UCF Arena,Orlando,United States of America,Rocket Man
11,Nov,2007,Germain Arena,Estero,United States of America,Rocket Man
20,Nov,2007,Budokan,Tokyo,Japan,Rocket Man
21,Nov,2007,Budokan,Tokyo,Japan,Rocket Man
24,Nov,2007,Barossa Arts Centre,Tanunda,Australia,Rocket Man
25,Nov,2007,Elysian Fields,Boyland,Australia,Rocket Man
28,Nov,2007,Acer Arena,Sydney,Australia,Rocket Man
30,Nov,2007,Stage 88,Canberra,Australia,Rocket Man
1,Dec,2007,Tempus Two Winery,Pokolbin,Australia,Rocket Man
2,Dec,2007,Tempus Two Winery,Pokolbin,Australia,Rocket Man
4,Dec,2007,Dairy Farmers Stadium,Townsville,Australia,Rocket Man
6,Dec,2007,TSB Bowl of Brooklands,New Plymouth,New Zealand,Rocket Man
8,Dec,2007,Aurora Stadium,Launceston,Australia,Rocket Man
15,Dec,2007,Werribee Park Mansion,Werribee,Australia,Rocket Man
16,Dec,2007,Werribee Park Mansion,Werribee,Australia,Rocket Man
13,Jan,2008,Newlands Cricket Ground,Cape Town,South Africa,Rocket Man
16,Jan,2008,ABSA Stadium,Durban,South Africa,Rocket Man
18,Jan,2008,Coca-Cola Dome,Johannesburg,South Africa,Rocket Man
19,Jan,2008,Coca-Cola Dome,Johannesburg,South Africa,Rocket Man
22,Jan,2008,Emirates Palace Hotel,Abu Dhabi,United Arab Emirates,Rocket Man
24,Jan,2008,Golf Costa Adeje,Adeje,Spain,Rocket Man
31,Jan,2008,Dorchester Hotel,London,United Kingdom,Liv Charity Concert
24,Feb,2008,Pacific Design Center,Los Angeles,United States of America,EJAF Academy Awards Party
28,Feb,2008,Cumberland County Civic Center,Portland,United States of America,Rocket Man
2,Mar,2008,Sudbury Arena,Sudbury,Canada,Rocket Man
3,Mar,2008,Kitchener Memorial Auditorium,Kitchener,Canada,Rocket Man
6,Mar,2008,Verizon Wireless Arena,Manchester,United States of America,Rocket Man
10,Mar,2008,Bob Carpenter Center,Newark,United States of America,Rocket Man
12,Mar,2008,Civic Center,Savannah,United States of America,Rocket
19,Mar,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
21,Mar,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
22,Mar,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
24,Mar,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
25,Mar,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
26,Mar,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
28,Mar,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
29,Mar,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
31,Mar,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
1,Apr,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
2,Apr,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
4,Apr,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
5,Apr,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
6,Apr,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
8,Apr,2008,Waldorf Astoria,New York,United States of America,Breast Cancer Research Foundation Gala
9,Apr,2008,Radio City Music Hall,New York,United States of America,Hillary Clinton fundraiser
11,Apr,2008,Adams Center,Missoula,United States of America,Rocket Man
12,Apr,2008,Beasley Performing Arts Coliseum,Pullman,United States of America,Rocket Man
13,Apr,2008,Beasley Performing Arts Coliseum,Pullman,United States of America,Rocket Man
15,Apr,2008,Beverly Hilton Hotel,Los Angeles,United States of America,The Billie Awards Ceremony
18,Apr,2008,Rabobank Arena,Bakersfield,United States of America,Rocket Man
19,Apr,2008,Honda Center,Anaheim,United States of America,Rocket Man
23,Apr,2008,Leon County Civic Center,Tallahassee,United States of America,Rocket Man
24,Apr,2008,Stephen O'Connell Center,Gainesville,United States of America,Rocket Man
25,Apr,2008,Pensacola Civic Center,Pensacola,United States of America,Rocket Man
3,May,2008,Silvretta Arena,Ischgl,Austria,Rocket Man
4,May,2008,Sugar Mansion grounds,Chigwell,United Kingdom,Alan Sugar's 40th Wedding Anniversary
7,May,2008,Indoor Stadium,Kallang,Singapore,Rocket Man
10,May,2008,Members Equity Stadium,Perth,Australia,Rocket Man
12,May,2008,Sydney Entertainment Centre,Sydney,Australia,Rocket Man
14,May,2008,Vector Arena,Auckland,New Zealand,Rocket Man
17,May,2008,TIO Stadium,Darwin,Australia,Rocket Man
28,May,2008,Sullivan Arena,Anchorage,United States of America,Rocket Man
29,May,2008,Carlson Center,Fairbanks,United States of America,Rocket Man
30,May,2008,Sullivan Arena,Anchorage,United States of America,Rocket Man
3,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
4,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
6,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
7,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
9,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
10,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
11,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
13,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
14,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
16,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
17,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
18,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
20,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
21,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
22,Jun,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
25,Jun,2008,Hyde Park,London,United Kingdom,Nelson Mandela Birthday
28,Jun,2008,Hohe Warte Stadium,Vienna,Austria,Rocket Man
29,Jun,2008,Liberty Stadium,Swansea,United Kingdom,Rocket Man
2,Jul,2008,Gerry Weber Stadion,Halle,Germany,Rocket Man
3,Jul,2008,Völkerschlachtdenkmal,Leipzig,Germany,Rocket Man
5,Jul,2008,Balfour Webnet Arena,Darlington,United Kingdom,Rocket Man
6,Jul,2008,McDiarmid Park,Perth,United Kingdom,Rocket Man
8,Jul,2008,Bodenseestadion,Konstanz,Germany,Rocket Man
9,Jul,2008,San Marco Square,Venice,Italy,Rocket Man
11,Jul,2008,Mercedes-Benz World,Weybridge,United Kingdom,Rocket Man
12,Jul,2008,Keepmoat Stadium,Doncaster,United Kingdom,Rocket Man
13,Jul,2008,Mercedes-Benz World,Weybridge,United Kingdom,Rocket Man
15,Jul,2008,Lake Starnberg Club,Munich,Germany,Michael Ballack wedding reception
19,Jul,2008,Boardwalk Hall,Atlantic City,United States of America,Rocket Man
21,Jul,2008,Champlain Valley Exposition,Essex Junction,United States of America,Rocket Man
23,Jul,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
24,Jul,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
25,Jul,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
26,Jul,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
30,Jul,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
31,Jul,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
1,Aug,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
2,Aug,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
12,Sep,2008,Pengrowth Saddledome,Calgary,Canada,Rocket Man
13,Sep,2008,Rexall Place,Edmonton,Canada,Rocket Man
15,Sep,2008,Credit Union Centre,Saskatoon,Canada,Rocket Man
16,Sep,2008,Brandt Centre,Regina,Canada,Rocket Man
17,Sep,2008,Brandt Centre,Regina,Canada,Rocket Man
19,Sep,2008,MTS Centre,Winnipeg,Canada,Rocket Man
20,Sep,2008,MTS Centre,Winnipeg,Canada,Rocket Man
26,Sep,2008,Halifax Metro Centre,Halifax,Canada,Rocket Man
27,Sep,2008,Halifax Metro Centre,Halifax,Canada,Rocket Man
28,Sep,2008,Moncton Coliseum,Moncton,Canada,Rocket Man
30,Sep,2008,Harbour Station,Saint John,Canada,Rocket Man
2,Oct,2008,Mile One Centre,St. John's,Canada,Rocket Man
3,Oct,2008,Mile One Centre,St. John's,Canada,Rocket Man
15,Oct,2008,Giant Center,Hershey,United States of America,Rocket Man
17,Oct,2008,John Paul Jones Arena,Charlottesville,United States of America,Rocket Man
18,Oct,2008,Wachovia Arena,Wilkes-Barre,United States of America,Rocket Man
20,Oct,2008,New Amsterdam Theatre,New York,United States of America,Goodbye Yellow Brick Road Anniversary
22,Oct,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
23,Oct,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
24,Oct,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
25,Oct,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
29,Oct,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
30,Oct,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
31,Oct,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
1,Nov,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
3,Nov,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
6,Nov,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
7,Nov,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
8,Nov,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
9,Nov,2008,Caesars Palace,Las Vegas,United States of America,The Red Piano
14,Nov,2008,Mohegan Sun Arena,Uncasville,United States of America,Rocket Man
15,Nov,2008,Mohegan Sun Arena,Uncasville,United States of America,Rocket Man
19,Nov,2008,National Indoor Arena,Birmingham,United Kingdom,Red Piano Europe
22,Nov,2008,Olympiahalle,Munich,Germany,Red Piano Europe
24,Nov,2008,Color Line Arena,Hamburg,Germany,Red Piano Europe
26,Nov,2008,Koln Arena,Cologne,Germany,Red Piano Europe
29,Nov,2008,Parken Stadium,Copenhagen,Denmark,Red Piano Europe
4,Dec,2008,The Globe,Stockholm,Sweden,Red Piano Europe
5,Dec,2008,Spektrum,Oslo,Norway,Red Piano Europe
7,Dec,2008,Barvikha Concert Hall,Moscow,Russia,Chopard event
9,Dec,2008,Bercy,Paris,France,Red Piano Europe
11,Dec,2008,O2 World,Berlin,Germany,Red Piano Europe
13,Dec,2008,O2,London,United Kingdom,Red Piano Europe
16,Dec,2008,National Indoor Arena,Birmingham,United Kingdom,Red Piano Europe
17,Dec,2008,Echo Arena,Liverpool,United Kingdom,Red Piano Europe
18,Dec,2008,Echo Arena,Liverpool,United Kingdom,Red Piano Europe
20,Dec,2008,MEN Arena,Manchester,United Kingdom,Red Piano Europe
21,Dec,2008,MEN Arena,Manchester,United Kingdom,Red Piano Europe
31,Dec,2008,O2,London,United Kingdom,New Years Concert
15,Jan,2009,Sao Paulo Music Room,Sao Paulo,Brazil,private event
17,Jan,2009,Arena Anhembi,Sao Paulo,Brazil,Rocket Man
19,Jan,2009,Praça da Apoteose,Rio de Janeiro,Brazil,Rocket Man
22,Jan,2009,Boca Juniors Stadium,Buenos Aires,Argentina,Rocket Man
24,Jan,2009,Movistar Arena,Santiago,Chile,Rocket Man
31,Jan,2009,Colegio de las Vizcainas,Mexico City,Mexico,Buchanan's Forever Charity
2,Mar,2009,Veterans Memorial Arena,Jacksonville,United States of America,Face To Face
5,Mar,2009,St. Pete Times Forum,Tampa,United States of America,Face To Face
7,Mar,2009,Time Warner Cable Arena,Charlotte,United States of America,Face To Face
10,Mar,2009,U.S. Bank Arena,Cincinnati,United States of America,Face To Face
12,Mar,2009,Stanislavsky & Nemirovich-Danchenko Theatre,Moscow,Russia,private banquet
